Territory,Gender,Age,Scholarity,Year,N_of_people
Mezzogiorno,female,Y55-59,middle school certificate,2016,267.987
Mezzogiorno,female,Y55-59,middle school certificate,2017,280.221
Mezzogiorno,female,Y55-59,middle school certificate,2018,298.161
Mezzogiorno,female,Y55-59,middle school certificate,2019,311.087
Mezzogiorno,female,Y55-59,middle school certificate,2020,319.807
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2011,21.226
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2012,22.513
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2013,22.268
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2014,23.648
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2015,23.102
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2016,22.678
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2017,23.419
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2018,23.101
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2019,21.491
Mezzogiorno,female,Y55-59,diploma 2-3 years (professional qualification),2020,20.973
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2011,146.855
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2012,150.011
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2013,158.288
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2014,180.208
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2015,202.355
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2016,199.389
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2017,198.911
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2018,204.55
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2019,224.158
Mezzogiorno,female,Y55-59,diploma 4-5 years (maturity),2020,230.122
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2011,73.609
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2012,72.122
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2013,77.503
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2014,77.985
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2015,72.238
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2016,78.588
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2017,86.303
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2018,83.745
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2019,78.202
Mezzogiorno,female,Y55-59,undergraduate and postgraduate,2020,91.903
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2011,512.878
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2012,461.333
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2013,424.78
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2014,363.125
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2015,308.285
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2016,275.28
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2017,248.324
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2018,231.553
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2019,211.736
Italia,male,Y60-64,"elementary school certificate, no educational qualifications",2020,187.471
Italia,male,Y60-64,middle school certificate,2011,593.979
Italia,male,Y60-64,middle school certificate,2012,582.797
Italia,male,Y60-64,middle school certificate,2013,572.302
Italia,male,Y60-64,middle school certificate,2014,600.661
Italia,male,Y60-64,middle school certificate,2015,627.377
Italia,male,Y60-64,middle school certificate,2016,646.459
Italia,male,Y60-64,middle school certificate,2017,651.676
Italia,male,Y60-64,middle school certificate,2018,671.13
Italia,male,Y60-64,middle school certificate,2019,711.379
Italia,male,Y60-64,middle school certificate,2020,739.374
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2011,100.03
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2012,112.496
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2013,108.239
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2014,102.915
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2015,105.359
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2016,105.604
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2017,113.74
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2018,111.904
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2019,114.611
Italia,male,Y60-64,diploma 2-3 years (professional qualification),2020,113.24
Italia,male,Y60-64,diploma 4-5 years (maturity),2011,422.937
Italia,male,Y60-64,diploma 4-5 years (maturity),2012,442.68
Italia,male,Y60-64,diploma 4-5 years (maturity),2013,455.553
Italia,male,Y60-64,diploma 4-5 years (maturity),2014,464.014
Italia,male,Y60-64,diploma 4-5 years (maturity),2015,476.648
Italia,male,Y60-64,diploma 4-5 years (maturity),2016,498.983
Italia,male,Y60-64,diploma 4-5 years (maturity),2017,528.082
Italia,male,Y60-64,diploma 4-5 years (maturity),2018,547.4
Italia,male,Y60-64,diploma 4-5 years (maturity),2019,558.403
Italia,male,Y60-64,diploma 4-5 years (maturity),2020,585.844
Italia,male,Y60-64,undergraduate and postgraduate,2011,201.047
Italia,male,Y60-64,undergraduate and postgraduate,2012,205.366
Italia,male,Y60-64,undergraduate and postgraduate,2013,215.699
Italia,male,Y60-64,undergraduate and postgraduate,2014,224.038
Italia,male,Y60-64,undergraduate and postgraduate,2015,229.123
Italia,male,Y60-64,undergraduate and postgraduate,2016,225.535
Italia,male,Y60-64,undergraduate and postgraduate,2017,236.225
Italia,male,Y60-64,undergraduate and postgraduate,2018,247.099
Italia,male,Y60-64,undergraduate and postgraduate,2019,244.398
Italia,male,Y60-64,undergraduate and postgraduate,2020,253.544
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2011,838.864
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2012,747.81
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2013,681.425
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2014,577.728
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2015,536.559
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2016,484.173
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2017,434.248
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2018,379.122
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2019,347.689
Italia,female,Y60-64,"elementary school certificate, no educational qualifications",2020,321.48
Italia,female,Y60-64,middle school certificate,2011,506.064
Italia,female,Y60-64,middle school certificate,2012,524.802
Italia,female,Y60-64,middle school certificate,2013,527.958
Italia,female,Y60-64,middle school certificate,2014,574.526
Italia,female,Y60-64,middle school certificate,2015,592.407
Italia,female,Y60-64,middle school certificate,2016,599.127
Italia,female,Y60-64,middle school certificate,2017,634.953
Italia,female,Y60-64,middle school certificate,2018,689.424
Italia,female,Y60-64,middle school certificate,2019,703.669
Italia,female,Y60-64,middle school certificate,2020,724.146
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2011,119.952
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2012,125.511
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2013,118.613
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2014,114.981
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2015,114.1
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2016,133.847
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2017,131.778
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2018,131.291
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2019,152.97
Italia,female,Y60-64,diploma 2-3 years (professional qualification),2020,158.58
Italia,female,Y60-64,diploma 4-5 years (maturity),2011,318.061
Italia,female,Y60-64,diploma 4-5 years (maturity),2012,339.643
Italia,female,Y60-64,diploma 4-5 years (maturity),2013,370.543
Italia,female,Y60-64,diploma 4-5 years (maturity),2014,398.217
Italia,female,Y60-64,diploma 4-5 years (maturity),2015,418.024
Italia,female,Y60-64,diploma 4-5 years (maturity),2016,451.59
Italia,female,Y60-64,diploma 4-5 years (maturity),2017,483.755
Italia,female,Y60-64,diploma 4-5 years (maturity),2018,510.33
Italia,female,Y60-64,diploma 4-5 years (maturity),2019,536.072
Italia,female,Y60-64,diploma 4-5 years (maturity),2020,571.067
Italia,female,Y60-64,undergraduate and postgraduate,2011,173.261
Italia,female,Y60-64,undergraduate and postgraduate,2012,194.155
Italia,female,Y60-64,undergraduate and postgraduate,2013,204.986
Italia,female,Y60-64,undergraduate and postgraduate,2014,213.516
Italia,female,Y60-64,undergraduate and postgraduate,2015,216.199
Italia,female,Y60-64,undergraduate and postgraduate,2016,218.891
Italia,female,Y60-64,undergraduate and postgraduate,2017,234.022
Italia,female,Y60-64,undergraduate and postgraduate,2018,245.721
Italia,female,Y60-64,undergraduate and postgraduate,2019,253.174
Italia,female,Y60-64,undergraduate and postgraduate,2020,257.01
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2011,218.265
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2012,193.313
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2013,175.882
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2014,152.277
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2015,120.653
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2016,109.304
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2017,95.918
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2018,87.589
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2019,77.007
Nord,male,Y60-64,"elementary school certificate, no educational qualifications",2020,63.19
Nord,male,Y60-64,middle school certificate,2011,295.704
Nord,male,Y60-64,middle school certificate,2012,279.63
Nord,male,Y60-64,middle school certificate,2013,265.098
Nord,male,Y60-64,middle school certificate,2014,284.898
Nord,male,Y60-64,middle school certificate,2015,304.27
Nord,male,Y60-64,middle school certificate,2016,302.269
Nord,male,Y60-64,middle school certificate,2017,300.393
Nord,male,Y60-64,middle school certificate,2018,309.657
Nord,male,Y60-64,middle school certificate,2019,330.378
Nord,male,Y60-64,middle school certificate,2020,349.569
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2011,56.289
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2012,68.786
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2013,69.034
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2014,60.499
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2015,66.494
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2016,69.813
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2017,77.22
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2018,74.208
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2019,74.284
Nord,male,Y60-64,diploma 2-3 years (professional qualification),2020,73.58
Nord,male,Y60-64,diploma 4-5 years (maturity),2011,194.927
Nord,male,Y60-64,diploma 4-5 years (maturity),2012,207.644
Nord,male,Y60-64,diploma 4-5 years (maturity),2013,214.426
Nord,male,Y60-64,diploma 4-5 years (maturity),2014,216.668
Nord,male,Y60-64,diploma 4-5 years (maturity),2015,220.226
Nord,male,Y60-64,diploma 4-5 years (maturity),2016,224.792
Nord,male,Y60-64,diploma 4-5 years (maturity),2017,240.602
Nord,male,Y60-64,diploma 4-5 years (maturity),2018,251.857
Nord,male,Y60-64,diploma 4-5 years (maturity),2019,258.452
Nord,male,Y60-64,diploma 4-5 years (maturity),2020,274.092
Nord,male,Y60-64,undergraduate and postgraduate,2011,91.329
Nord,male,Y60-64,undergraduate and postgraduate,2012,88.409
Nord,male,Y60-64,undergraduate and postgraduate,2013,97.888
Nord,male,Y60-64,undergraduate and postgraduate,2014,95.835
Nord,male,Y60-64,undergraduate and postgraduate,2015,91.661
Nord,male,Y60-64,undergraduate and postgraduate,2016,97.232
Nord,male,Y60-64,undergraduate and postgraduate,2017,101.84
Nord,male,Y60-64,undergraduate and postgraduate,2018,107.16
Nord,male,Y60-64,undergraduate and postgraduate,2019,106.35
Nord,male,Y60-64,undergraduate and postgraduate,2020,106.923
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2011,347.032
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2012,301.084
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2013,267.091
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2014,217.747
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2015,202.407
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2016,179.688
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2017,159.127
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2018,122.952
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2019,102.033
Nord,female,Y60-64,"elementary school certificate, no educational qualifications",2020,91.631
Nord,female,Y60-64,middle school certificate,2011,273.731
Nord,female,Y60-64,middle school certificate,2012,286.602
Nord,female,Y60-64,middle school certificate,2013,286.118
Nord,female,Y60-64,middle school certificate,2014,298.013
Nord,female,Y60-64,middle school certificate,2015,298.345
Nord,female,Y60-64,middle school certificate,2016,293.025
Nord,female,Y60-64,middle school certificate,2017,309.045
Nord,female,Y60-64,middle school certificate,2018,339.251
Nord,female,Y60-64,middle school certificate,2019,347.645
Nord,female,Y60-64,middle school certificate,2020,345.407
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2011,78.735
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2012,85.176
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2013,84.965
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2014,80.207
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2015,80.488
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2016,96.715
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2017,94.538
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2018,95.412
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2019,109.947
Nord,female,Y60-64,diploma 2-3 years (professional qualification),2020,117.167
Nord,female,Y60-64,diploma 4-5 years (maturity),2011,140.992
Nord,female,Y60-64,diploma 4-5 years (maturity),2012,142.226
Nord,female,Y60-64,diploma 4-5 years (maturity),2013,159.483
Nord,female,Y60-64,diploma 4-5 years (maturity),2014,177.738
Nord,female,Y60-64,diploma 4-5 years (maturity),2015,186.626
Nord,female,Y60-64,diploma 4-5 years (maturity),2016,195.305
Nord,female,Y60-64,diploma 4-5 years (maturity),2017,208.129
Nord,female,Y60-64,diploma 4-5 years (maturity),2018,224.103
Nord,female,Y60-64,diploma 4-5 years (maturity),2019,235.203
Nord,female,Y60-64,diploma 4-5 years (maturity),2020,256.324
Nord,female,Y60-64,undergraduate and postgraduate,2011,70.668
Nord,female,Y60-64,undergraduate and postgraduate,2012,78.737
Nord,female,Y60-64,undergraduate and postgraduate,2013,80.366
Nord,female,Y60-64,undergraduate and postgraduate,2014,89.679
Nord,female,Y60-64,undergraduate and postgraduate,2015,90.35
Nord,female,Y60-64,undergraduate and postgraduate,2016,94.506
Nord,female,Y60-64,undergraduate and postgraduate,2017,100.925
Nord,female,Y60-64,undergraduate and postgraduate,2018,105.024
Nord,female,Y60-64,undergraduate and postgraduate,2019,108.831
Nord,female,Y60-64,undergraduate and postgraduate,2020,113.047
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2011,124.895
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2012,116.48
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2013,105.746
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2014,89.74
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2015,74.206
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2016,66.366
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2017,59.422
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2018,53.621
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2019,46.963
Nord-ovest,male,Y60-64,"elementary school certificate, no educational qualifications",2020,42.243
Nord-ovest,male,Y60-64,middle school certificate,2011,171.503
Nord-ovest,male,Y60-64,middle school certificate,2012,155.667
Nord-ovest,male,Y60-64,middle school certificate,2013,149.694
Nord-ovest,male,Y60-64,middle school certificate,2014,167.046
Nord-ovest,male,Y60-64,middle school certificate,2015,176.118
Nord-ovest,male,Y60-64,middle school certificate,2016,175.767
Nord-ovest,male,Y60-64,middle school certificate,2017,174.388
Nord-ovest,male,Y60-64,middle school certificate,2018,175.79
Nord-ovest,male,Y60-64,middle school certificate,2019,190.292
Nord-ovest,male,Y60-64,middle school certificate,2020,203.925
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2011,29.996
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2012,41.265
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2013,37.638
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2014,27.679
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2015,30.883
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2016,30.752
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2017,36.839
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2018,38.325
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2019,36.664
Nord-ovest,male,Y60-64,diploma 2-3 years (professional qualification),2020,34.804
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2011,125.504
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2012,129.063
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2013,128.79
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2014,136.319
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2015,136.01
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2016,139.293
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2017,145.494
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2018,150.443
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2019,151.672
Nord-ovest,male,Y60-64,diploma 4-5 years (maturity),2020,160.771
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2011,50.96
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2012,50.128
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2013,61.663
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2014,54.848
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2015,52.897
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2016,56.314
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2017,58.598
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2018,63.686
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2019,64.789
Nord-ovest,male,Y60-64,undergraduate and postgraduate,2020,59.394
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2011,195.746
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2012,173.217
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2013,150.957
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2014,120.105
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2015,118.812
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2016,105.517
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2017,95.83
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2018,76.514
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2019,61.655
Nord-ovest,female,Y60-64,"elementary school certificate, no educational qualifications",2020,60.023
Nord-ovest,female,Y60-64,middle school certificate,2011,163.836
Nord-ovest,female,Y60-64,middle school certificate,2012,171.628
Nord-ovest,female,Y60-64,middle school certificate,2013,170.155
Nord-ovest,female,Y60-64,middle school certificate,2014,175.792
Nord-ovest,female,Y60-64,middle school certificate,2015,173.646
Nord-ovest,female,Y60-64,middle school certificate,2016,171.046
Nord-ovest,female,Y60-64,middle school certificate,2017,177.75
Nord-ovest,female,Y60-64,middle school certificate,2018,196.576
Nord-ovest,female,Y60-64,middle school certificate,2019,200.88
Nord-ovest,female,Y60-64,middle school certificate,2020,194.101
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2011,50.172
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2012,50.166
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2013,51.625
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2014,49.195
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2015,45.492
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2016,58.866
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2017,57
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2018,53.15
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2019,65.411
Nord-ovest,female,Y60-64,diploma 2-3 years (professional qualification),2020,68.835
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2011,86.627
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2012,89.332
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2013,97.464
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2014,110.853
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2015,115.856
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2016,114.262
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2017,117.769
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2018,126.438
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2019,134.741
Nord-ovest,female,Y60-64,diploma 4-5 years (maturity),2020,147.423
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2011,40.223
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2012,42.949
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2013,47.14
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2014,51.512
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2015,48.652
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2016,51.98
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2017,59.058
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2018,62.407
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2019,61.177
Nord-ovest,female,Y60-64,undergraduate and postgraduate,2020,63.763
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2011,93.37
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2012,76.833
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2013,70.136
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2014,62.537
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2015,46.447
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2016,42.938
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2017,36.495
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2018,33.968
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2019,30.045
Nord-est,male,Y60-64,"elementary school certificate, no educational qualifications",2020,20.947
Nord-est,male,Y60-64,middle school certificate,2011,124.201
Nord-est,male,Y60-64,middle school certificate,2012,123.962
Nord-est,male,Y60-64,middle school certificate,2013,115.404
Nord-est,male,Y60-64,middle school certificate,2014,117.852
Nord-est,male,Y60-64,middle school certificate,2015,128.152
Nord-est,male,Y60-64,middle school certificate,2016,126.503
Nord-est,male,Y60-64,middle school certificate,2017,126.005
Nord-est,male,Y60-64,middle school certificate,2018,133.867
Nord-est,male,Y60-64,middle school certificate,2019,140.087
Nord-est,male,Y60-64,middle school certificate,2020,145.644
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2011,26.293
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2012,27.522
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2013,31.396
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2014,32.819
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2015,35.611
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2016,39.061
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2017,40.381
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2018,35.883
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2019,37.619
Nord-est,male,Y60-64,diploma 2-3 years (professional qualification),2020,38.776
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2011,69.424
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2012,78.581
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2013,85.636
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2014,80.349
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2015,84.216
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2016,85.499
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2017,95.108
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2018,101.414
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2019,106.78
Nord-est,male,Y60-64,diploma 4-5 years (maturity),2020,113.321
Nord-est,male,Y60-64,undergraduate and postgraduate,2011,40.369
Nord-est,male,Y60-64,undergraduate and postgraduate,2012,38.281
Nord-est,male,Y60-64,undergraduate and postgraduate,2013,36.225
Nord-est,male,Y60-64,undergraduate and postgraduate,2014,40.987
Nord-est,male,Y60-64,undergraduate and postgraduate,2015,38.765
Nord-est,male,Y60-64,undergraduate and postgraduate,2016,40.918
Nord-est,male,Y60-64,undergraduate and postgraduate,2017,43.242
Nord-est,male,Y60-64,undergraduate and postgraduate,2018,43.475
Nord-est,male,Y60-64,undergraduate and postgraduate,2019,41.561
Nord-est,male,Y60-64,undergraduate and postgraduate,2020,47.529
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2011,151.286
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2012,127.867
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2013,116.134
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2014,97.642
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2015,83.595
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2016,74.171
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2017,63.297
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2018,46.438
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2019,40.378
Nord-est,female,Y60-64,"elementary school certificate, no educational qualifications",2020,31.608
Nord-est,female,Y60-64,middle school certificate,2011,109.895
Nord-est,female,Y60-64,middle school certificate,2012,114.973
Nord-est,female,Y60-64,middle school certificate,2013,115.963
Nord-est,female,Y60-64,middle school certificate,2014,122.221
Nord-est,female,Y60-64,middle school certificate,2015,124.699
Nord-est,female,Y60-64,middle school certificate,2016,121.98
Nord-est,female,Y60-64,middle school certificate,2017,131.295
Nord-est,female,Y60-64,middle school certificate,2018,142.675
Nord-est,female,Y60-64,middle school certificate,2019,146.765
Nord-est,female,Y60-64,middle school certificate,2020,151.306
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2011,28.563
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2012,35.01
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2013,33.341
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2014,31.012
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2015,34.995
Nord-est,female,Y60-64,diploma 2-3 years (professional qualification),2016,37.849
