Territory,Gender,Age,Scholarity,Year,Rate_unemployed
Centro,all_gender,Y15-64,upper and post secondary,2019,9.384116
Centro,all_gender,Y15-64,upper and post secondary,2020,8.515364
Centro,all_gender,Y15-64,upper and post secondary,2021,9.22224
Umbria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,12.475857
Umbria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,13.398737
Umbria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,12.275893
Umbria,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,7.09671
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,10.543929
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,9.505354
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,8.658212
Valle d'Aosta / Vallée d'Aoste,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,10.385987
Toscana,all_gender,Y15-64,upper and post secondary,2018,7.028112
Toscana,all_gender,Y15-64,upper and post secondary,2019,7.327182
Toscana,all_gender,Y15-64,upper and post secondary,2020,6.895811
Toscana,all_gender,Y15-64,upper and post secondary,2021,7.480556
Abruzzo,all_gender,Y15-64,upper and post secondary,2018,10.860682
Abruzzo,all_gender,Y15-64,upper and post secondary,2019,12.001888
Abruzzo,all_gender,Y15-64,upper and post secondary,2020,9.099645
Abruzzo,all_gender,Y15-64,upper and post secondary,2021,10.031474
Piemonte,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,4.256095
Piemonte,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,4.345464
Piemonte,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,4.424874
Piemonte,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,3.852139
Toscana,all_gender,Y20-64,all_levels_education,2018,7.183155
Toscana,all_gender,Y20-64,all_levels_education,2019,6.602412
Toscana,all_gender,Y20-64,all_levels_education,2020,6.738378
Toscana,all_gender,Y20-64,all_levels_education,2021,7.538023
Marche,all_gender,Y15-64,upper and post secondary,2018,8.399073
Marche,all_gender,Y15-64,upper and post secondary,2019,8.954
Marche,all_gender,Y15-64,upper and post secondary,2020,7.531476
Marche,all_gender,Y15-64,upper and post secondary,2021,7.678034
Provincia Autonoma Trento,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,6.544318
Provincia Autonoma Trento,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,7.613618
Provincia Autonoma Trento,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,7.671137
Provincia Autonoma Trento,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,6.965574
Lazio,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,5.821081
Lazio,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,6.327657
Lazio,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,5.354129
Lazio,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,5.074737
Toscana,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,10.07787
Toscana,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,8.41707
Toscana,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,8.676483
Toscana,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,9.921963
Marche,all_gender,Y20-64,all_levels_education,2018,8.16592
Marche,all_gender,Y20-64,all_levels_education,2019,8.662078
Marche,all_gender,Y20-64,all_levels_education,2020,7.416605
Marche,all_gender,Y20-64,all_levels_education,2021,7.017063
Lazio,all_gender,Y20-64,upper and post secondary,2018,12.480804
Lazio,all_gender,Y20-64,upper and post secondary,2019,10.910331
Lazio,all_gender,Y20-64,upper and post secondary,2020,9.85559
Lazio,all_gender,Y20-64,upper and post secondary,2021,10.882976
Sicilia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,12.633546
Sicilia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,10.923491
Sicilia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,9.541029
Sicilia,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,9.023381
Piemonte,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,11.613128
Piemonte,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,11.343505
Piemonte,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,10.722816
Piemonte,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,10.766616
Marche,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,9.518367
Marche,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,9.950025
Marche,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,8.484261
Marche,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,8.895887
Emilia-Romagna,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,8.819945
Emilia-Romagna,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,7.539597
Emilia-Romagna,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,7.918262
Emilia-Romagna,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,7.604484
Sardegna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,19.365319
Sardegna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,16.647968
Sardegna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,17.453607
Sardegna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,16.501224
Basilicata,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,12.963358
Basilicata,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,11.289824
Basilicata,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,9.956895
Basilicata,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,10.222692
Liguria,all_gender,Y20-64,upper and post secondary,2018,9.157612
Liguria,all_gender,Y20-64,upper and post secondary,2019,8.423601
Liguria,all_gender,Y20-64,upper and post secondary,2020,7.663647
Liguria,all_gender,Y20-64,upper and post secondary,2021,7.690346
Lazio,all_gender,Y15-64,upper and post secondary,2018,12.828978
Lazio,all_gender,Y15-64,upper and post secondary,2019,11.182647
Lazio,all_gender,Y15-64,upper and post secondary,2020,10.014822
Lazio,all_gender,Y15-64,upper and post secondary,2021,11.188285
Liguria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,14.806647
Liguria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,15.414609
Liguria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,13.87435
Liguria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,12.81392
Piemonte,all_gender,Y15-64,upper and post secondary,2018,7.945168
Piemonte,all_gender,Y15-64,upper and post secondary,2019,6.914603
Piemonte,all_gender,Y15-64,upper and post secondary,2020,7.391645
Piemonte,all_gender,Y15-64,upper and post secondary,2021,6.994706
Basilicata,all_gender,Y20-64,all_levels_education,2018,12.429376
Basilicata,all_gender,Y20-64,all_levels_education,2019,10.894127
Basilicata,all_gender,Y20-64,all_levels_education,2020,8.924512
Basilicata,all_gender,Y20-64,all_levels_education,2021,8.288204
Emilia-Romagna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,3.25083
Emilia-Romagna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,3.930042
Emilia-Romagna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,3.54083
Emilia-Romagna,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,3.263695
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,all_levels_education,2018,7.04959
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,all_levels_education,2019,6.355396
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,all_levels_education,2020,5.683853
Valle d'Aosta / Vallée d'Aoste,all_gender,Y20-64,all_levels_education,2021,7.190039
Umbria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,5.388666
Umbria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,6.216918
Umbria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,6.090085
Umbria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,5.919747
Sicilia,all_gender,Y20-64,upper and post secondary,2018,19.578418
Sicilia,all_gender,Y20-64,upper and post secondary,2019,18.13046
Sicilia,all_gender,Y20-64,upper and post secondary,2020,17.133769
Sicilia,all_gender,Y20-64,upper and post secondary,2021,17.240035
Piemonte,all_gender,Y20-64,all_levels_education,2018,7.956102
Piemonte,all_gender,Y20-64,all_levels_education,2019,7.546435
Piemonte,all_gender,Y20-64,all_levels_education,2020,7.559414
Piemonte,all_gender,Y20-64,all_levels_education,2021,7.284515
Emilia-Romagna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,9.154316
Emilia-Romagna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,7.856796
Emilia-Romagna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,8.223709
Emilia-Romagna,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.868896
Sardegna,all_gender,Y15-64,upper and post secondary,2018,14.326801
Sardegna,all_gender,Y15-64,upper and post secondary,2019,16.324468
Sardegna,all_gender,Y15-64,upper and post secondary,2020,13.495624
Sardegna,all_gender,Y15-64,upper and post secondary,2021,14.705446
Provincia Autonoma Trento,all_gender,Y20-64,upper and post secondary,2018,4.622212
Provincia Autonoma Trento,all_gender,Y20-64,upper and post secondary,2019,4.753754
Provincia Autonoma Trento,all_gender,Y20-64,upper and post secondary,2020,5.185406
Provincia Autonoma Trento,all_gender,Y20-64,upper and post secondary,2021,4.852317
Nord-ovest,all_gender,Y15-64,upper and post secondary,2018,6.879215
Nord-ovest,all_gender,Y15-64,upper and post secondary,2019,6.129507
Nord-ovest,all_gender,Y15-64,upper and post secondary,2020,6.023119
Nord-ovest,all_gender,Y15-64,upper and post secondary,2021,6.456264
Nord-est,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,8.488293
Nord-est,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,7.967697
Nord-est,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,7.600433
Nord-est,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.489372
Provincia Autonoma Trento,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,6.762129
Provincia Autonoma Trento,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,7.715981
Provincia Autonoma Trento,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,7.440084
Provincia Autonoma Trento,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,6.962956
Sardegna,all_gender,Y20-64,all_levels_education,2018,15.544862
Sardegna,all_gender,Y20-64,all_levels_education,2019,14.9857
Sardegna,all_gender,Y20-64,all_levels_education,2020,13.264984
Sardegna,all_gender,Y20-64,all_levels_education,2021,13.568685
Veneto,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,8.626336
Veneto,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,8.50113
Veneto,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,7.222309
Veneto,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.47433
Friuli-Venezia Giulia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,8.705982
Friuli-Venezia Giulia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,8.441312
Friuli-Venezia Giulia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,8.241828
Friuli-Venezia Giulia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.589847
Provincia Autonoma Trento,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,2.418473
Provincia Autonoma Trento,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,2.314231
Provincia Autonoma Trento,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,3.34678
Provincia Autonoma Trento,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,2.215974
Basilicata,all_gender,Y15-64,upper and post secondary,2018,13.219673
Basilicata,all_gender,Y15-64,upper and post secondary,2019,10.845974
Basilicata,all_gender,Y15-64,upper and post secondary,2020,8.853758
Basilicata,all_gender,Y15-64,upper and post secondary,2021,8.152224
Sicilia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,27.083996
Sicilia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,26.40712
Sicilia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,23.788982
Sicilia,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,25.206074
Umbria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,13.172805
Umbria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,13.583805
Umbria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,12.947723
Umbria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.332894
Centro,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,5.432351
Centro,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,5.55971
Centro,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,5.268835
Centro,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,4.951288
Lazio,all_gender,Y20-64,all_levels_education,2018,11.021204
Lazio,all_gender,Y20-64,all_levels_education,2019,9.892916
Lazio,all_gender,Y20-64,all_levels_education,2020,9.37962
Lazio,all_gender,Y20-64,all_levels_education,2021,9.907608
Campania,all_gender,Y20-64,upper and post secondary,2018,18.676461
Campania,all_gender,Y20-64,upper and post secondary,2019,17.645497
Campania,all_gender,Y20-64,upper and post secondary,2020,16.350406
Campania,all_gender,Y20-64,upper and post secondary,2021,17.536395
Puglia,all_gender,Y20-64,upper and post secondary,2018,15.335743
Puglia,all_gender,Y20-64,upper and post secondary,2019,14.810538
Puglia,all_gender,Y20-64,upper and post secondary,2020,12.846964
Puglia,all_gender,Y20-64,upper and post secondary,2021,14.272517
Nord-est,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,8.297875
Nord-est,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,7.791854
Nord-est,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,7.391988
Nord-est,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,7.289554
Molise,all_gender,Y15-64,upper and post secondary,2018,13.851906
Molise,all_gender,Y15-64,upper and post secondary,2019,13.943398
Molise,all_gender,Y15-64,upper and post secondary,2020,9.61014
Molise,all_gender,Y15-64,upper and post secondary,2021,10.709417
Provincia Autonoma Trento,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,6.888377
Provincia Autonoma Trento,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,7.871225
Provincia Autonoma Trento,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,7.701047
Provincia Autonoma Trento,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,7.020204
Umbria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,12.880535
Umbria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,13.389671
Umbria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,12.596001
Umbria,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,7.071038
Lombardia,all_gender,Y20-64,upper and post secondary,2018,5.779549
Lombardia,all_gender,Y20-64,upper and post secondary,2019,5.124626
Lombardia,all_gender,Y20-64,upper and post secondary,2020,4.920495
Lombardia,all_gender,Y20-64,upper and post secondary,2021,5.701936
Toscana,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,4.50764
Toscana,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,3.493666
Toscana,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,4.308878
Toscana,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,4.819713
Marche,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,5.897242
Marche,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,6.514233
Marche,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,6.626157
Marche,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,4.108779
Liguria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,4.823326
Liguria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,4.796906
Liguria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,4.316261
Liguria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,4.555527
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,upper and post secondary,2018,2.424954
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,upper and post secondary,2019,2.186692
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,upper and post secondary,2020,3.218207
Provincia Autonoma Bolzano / Bozen,all_gender,Y20-64,upper and post secondary,2021,3.370514
Abruzzo,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,8.76951
Abruzzo,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,9.299244
Abruzzo,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,9.179654
Abruzzo,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,8.264582
Sicilia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,12.633546
Sicilia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,10.923491
Sicilia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,9.541029
Sicilia,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,9.023381
Sicilia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,27.538955
Sicilia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,26.822394
Sicilia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,24.312618
Sicilia,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,25.753459
Nord-ovest,all_gender,Y20-64,all_levels_education,2011,6.153782
Nord-ovest,all_gender,Y20-64,all_levels_education,2012,7.845922
Nord-ovest,all_gender,Y20-64,all_levels_education,2013,8.777527
Nord-ovest,all_gender,Y20-64,all_levels_education,2014,9.15293
Nord-ovest,all_gender,Y20-64,all_levels_education,2015,8.535118
Nord-ovest,all_gender,Y20-64,all_levels_education,2016,8.004101
Nord-ovest,all_gender,Y20-64,all_levels_education,2017,7.30422
Nord-ovest,all_gender,Y20-64,all_levels_education,2018,6.78648
Nord-ovest,all_gender,Y20-64,all_levels_education,2019,6.365871
Nord-ovest,all_gender,Y20-64,all_levels_education,2020,6.019624
Nord-ovest,all_gender,Y20-64,all_levels_education,2021,6.397452
Calabria,all_gender,Y20-64,upper and post secondary,2018,19.809981
Calabria,all_gender,Y20-64,upper and post secondary,2019,20.445659
Calabria,all_gender,Y20-64,upper and post secondary,2020,18.804907
Calabria,all_gender,Y20-64,upper and post secondary,2021,18.353662
Italy,all_gender,Y20-64,upper and post secondary,2018,9.848293
Italy,all_gender,Y20-64,upper and post secondary,2019,9.159525
Italy,all_gender,Y20-64,upper and post secondary,2020,8.628299
Italy,all_gender,Y20-64,upper and post secondary,2021,8.97569
Calabria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2018,17.45259
Calabria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2019,13.67346
Calabria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2020,13.372357
Calabria,all_gender,Y15-64,"tertiary (university, doctoral and specialization courses)",2021,11.854429
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2018,2.406697
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2019,2.245916
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2020,2.659036
Trentino Alto Adige / Südtirol,all_gender,Y20-64,"tertiary (university, doctoral and specialization courses)",2021,2.447337
Marche,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,9.838187
Marche,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,10.116483
Marche,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,8.152451
Marche,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,8.957027
Molise,all_gender,Y20-64,all_levels_education,2018,12.701572
Molise,all_gender,Y20-64,all_levels_education,2019,12.192502
Molise,all_gender,Y20-64,all_levels_education,2020,10.051186
Molise,all_gender,Y20-64,all_levels_education,2021,10.84089
Toscana,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2018,10.115985
Toscana,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2019,8.321868
Toscana,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2020,8.588067
Toscana,all_gender,Y20-64,"no educational degree, primary and lower secondary school certificate",2021,10.062846
Emilia-Romagna,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2018,8.91121
Emilia-Romagna,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2019,7.725573
Emilia-Romagna,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2020,8.010156
Emilia-Romagna,all_gender,Y15-74,"no educational degree, primary and lower secondary school certificate",2021,7.60896
Liguria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2018,15.009256
Liguria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2019,15.991138
Liguria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2020,13.991433
Liguria,all_gender,Y15-64,"no educational degree, primary and lower secondary school certificate",2021,12.981901
